Timestamp,City,Temperature,Humidity,Heat Index,Lat,Lon
2026-03-29 22:00:00,Taunggyi,19.8,61,20.1,20.7814,97.0333
2026-03-29 23:00:00,Taunggyi,19.3,62,19.3,20.7814,97.0333
2026-03-30 00:00:00,Taunggyi,18.1,68,18.3,20.7814,97.0333
2026-03-30 01:00:00,Taunggyi,17.1,72,17.4,20.7814,97.0333
2026-03-30 02:00:00,Taunggyi,16.3,77,16.6,20.7814,97.0333
2026-03-30 03:00:00,Taunggyi,15.8,81,16.3,20.7814,97.0333
2026-03-30 04:00:00,Taunggyi,15.3,84,15.8,20.7814,97.0333
2026-03-30 05:00:00,Taunggyi,14.7,87,15.0,20.7814,97.0333
2026-03-30 06:00:00,Taunggyi,13.8,92,14.2,20.7814,97.0333
2026-03-30 07:00:00,Taunggyi,17.1,83,18.1,20.7814,97.0333
2026-03-30 08:00:00,Taunggyi,21.7,64,22.7,20.7814,97.0333
2026-03-30 09:00:00,Taunggyi,25.4,51,26.9,20.7814,97.0333
2026-03-30 10:00:00,Taunggyi,28.6,39,30.0,20.7814,97.0333
2026-03-30 11:00:00,Taunggyi,30.3,29,30.4,20.7814,97.0333
2026-03-30 12:00:00,Taunggyi,30.6,30,30.8,20.7814,97.0333
2026-03-30 13:00:00,Taunggyi,30.7,29,30.2,20.7814,97.0333
2026-03-30 14:00:00,Taunggyi,30.3,31,29.3,20.7814,97.0333
2026-03-30 15:00:00,Taunggyi,29.6,31,27.7,20.7814,97.0333
2026-03-30 16:00:00,Taunggyi,28.7,33,26.5,20.7814,97.0333
2026-03-30 17:00:00,Taunggyi,27.3,36,25.4,20.7814,97.0333
2026-03-30 18:00:00,Taunggyi,25.9,41,25.3,20.7814,97.0333
2026-03-30 19:00:00,Taunggyi,23.7,49,23.7,20.7814,97.0333
2026-03-30 20:00:00,Taunggyi,21.9,58,22.3,20.7814,97.0333
2026-03-30 21:00:00,Taunggyi,20.8,65,21.5,20.7814,97.0333
2026-03-30 22:00:00,Taunggyi,19.9,69,20.7,20.7814,97.0333
2026-03-30 23:00:00,Taunggyi,19.7,71,20.8,20.7814,97.0333
2026-03-31 00:00:00,Taunggyi,18.8,71,19.5,20.7814,97.0333
2026-03-31 01:00:00,Taunggyi,18.7,73,19.6,20.7814,97.0333
2026-03-31 02:00:00,Taunggyi,18.0,77,18.8,20.7814,97.0333
2026-03-31 03:00:00,Taunggyi,16.8,83,17.7,20.7814,97.0333
2026-03-31 04:00:00,Taunggyi,15.9,88,16.8,20.7814,97.0333
2026-03-31 05:00:00,Taunggyi,15.5,89,16.4,20.7814,97.0333
2026-03-31 06:00:00,Taunggyi,14.0,95,14.8,20.7814,97.0333
2026-03-31 07:00:00,Taunggyi,17.9,82,19.2,20.7814,97.0333
2026-03-31 08:00:00,Taunggyi,21.8,63,22.9,20.7814,97.0333
2026-03-31 09:00:00,Taunggyi,25.2,50,26.6,20.7814,97.0333
2026-03-31 10:00:00,Taunggyi,27.8,43,30.2,20.7814,97.0333
2026-03-31 11:00:00,Taunggyi,29.5,36,30.5,20.7814,97.0333
2026-03-31 12:00:00,Taunggyi,31.0,32,30.8,20.7814,97.0333
2026-03-31 13:00:00,Taunggyi,31.5,29,31.3,20.7814,97.0333
2026-03-31 14:00:00,Taunggyi,31.3,29,30.6,20.7814,97.0333
2026-03-31 15:00:00,Taunggyi,30.6,29,29.2,20.7814,97.0333
2026-03-31 16:00:00,Taunggyi,29.8,30,27.9,20.7814,97.0333
2026-03-31 17:00:00,Taunggyi,28.5,32,26.9,20.7814,97.0333
2026-03-31 18:00:00,Taunggyi,26.3,36,25.5,20.7814,97.0333
2026-03-31 19:00:00,Taunggyi,24.3,43,24.1,20.7814,97.0333
2026-03-31 20:00:00,Taunggyi,22.6,49,22.5,20.7814,97.0333
2026-03-31 21:00:00,Taunggyi,21.2,57,21.5,20.7814,97.0333
2026-03-31 22:00:00,Taunggyi,19.4,66,19.8,20.7814,97.0333
2026-03-31 23:00:00,Taunggyi,17.3,78,17.9,20.7814,97.0333
2026-04-01 00:00:00,Taunggyi,17.4,77,18.0,20.7814,97.0333
2026-04-01 01:00:00,Taunggyi,16.8,81,17.5,20.7814,97.0333
2026-04-01 02:00:00,Taunggyi,17.6,78,18.4,20.7814,97.0333
2026-04-01 03:00:00,Taunggyi,17.5,80,18.3,20.7814,97.0333
2026-04-01 04:00:00,Taunggyi,16.6,86,17.6,20.7814,97.0333
2026-04-01 05:00:00,Taunggyi,16.1,88,17.1,20.7814,97.0333
2026-04-01 06:00:00,Taunggyi,15.7,92,16.7,20.7814,97.0333
2026-04-01 07:00:00,Taunggyi,18.6,84,20.3,20.7814,97.0333
2026-04-01 08:00:00,Taunggyi,22.4,67,23.8,20.7814,97.0333
2026-04-01 09:00:00,Taunggyi,25.9,54,27.7,20.7814,97.0333
2026-04-01 10:00:00,Taunggyi,29.2,39,30.2,20.7814,97.0333
2026-04-01 11:00:00,Taunggyi,31.0,28,30.5,20.7814,97.0333
2026-04-01 12:00:00,Taunggyi,31.4,28,31.2,20.7814,97.0333
2026-04-01 13:00:00,Taunggyi,31.4,28,30.8,20.7814,97.0333
2026-04-01 14:00:00,Taunggyi,31.2,28,30.1,20.7814,97.0333
2026-04-01 15:00:00,Taunggyi,30.6,30,28.8,20.7814,97.0333
2026-04-01 16:00:00,Taunggyi,29.9,29,27.5,20.7814,97.0333
2026-04-01 17:00:00,Taunggyi,28.5,33,26.7,20.7814,97.0333
2026-04-01 18:00:00,Taunggyi,26.7,39,26.0,20.7814,97.0333
2026-04-01 19:00:00,Taunggyi,24.7,48,25.1,20.7814,97.0333
2026-04-01 20:00:00,Taunggyi,23.5,56,24.6,20.7814,97.0333
2026-04-01 21:00:00,Taunggyi,22.2,63,23.4,20.7814,97.0333
2026-04-01 22:00:00,Taunggyi,20.6,70,21.8,20.7814,97.0333
2026-04-01 23:00:00,Taunggyi,19.1,79,20.5,20.7814,97.0333
2026-04-02 00:00:00,Taunggyi,18.4,83,19.8,20.7814,97.0333
2026-04-02 01:00:00,Taunggyi,17.6,84,18.7,20.7814,97.0333
2026-04-02 02:00:00,Taunggyi,17.2,83,18.2,20.7814,97.0333
2026-04-02 03:00:00,Taunggyi,16.5,86,17.5,20.7814,97.0333
2026-04-02 04:00:00,Taunggyi,16.1,88,17.0,20.7814,97.0333
2026-04-02 05:00:00,Taunggyi,15.9,89,16.8,20.7814,97.0333
2026-04-02 06:00:00,Taunggyi,15.1,95,16.0,20.7814,97.0333
2026-04-02 07:00:00,Taunggyi,19.1,82,20.7,20.7814,97.0333
2026-04-02 08:00:00,Taunggyi,23.4,63,24.9,20.7814,97.0333
2026-04-02 09:00:00,Taunggyi,27.2,48,28.5,20.7814,97.0333
2026-04-02 10:00:00,Taunggyi,29.9,32,29.9,20.7814,97.0333
2026-04-02 11:00:00,Taunggyi,31.2,26,30.7,20.7814,97.0333
2026-04-02 12:00:00,Taunggyi,31.7,26,31.3,20.7814,97.0333
2026-04-02 13:00:00,Taunggyi,31.7,26,30.5,20.7814,97.0333
2026-04-02 14:00:00,Taunggyi,31.6,26,29.9,20.7814,97.0333
2026-04-02 15:00:00,Taunggyi,31.3,25,28.9,20.7814,97.0333
2026-04-02 16:00:00,Taunggyi,30.3,25,27.2,20.7814,97.0333
2026-04-02 17:00:00,Taunggyi,28.7,29,26.2,20.7814,97.0333
2026-04-02 18:00:00,Taunggyi,27.1,35,26.3,20.7814,97.0333
2026-04-02 19:00:00,Taunggyi,25.2,44,25.3,20.7814,97.0333
2026-04-02 20:00:00,Taunggyi,23.4,52,23.8,20.7814,97.0333
2026-04-02 21:00:00,Taunggyi,21.8,60,22.4,20.7814,97.0333
2026-04-02 22:00:00,Taunggyi,20.7,66,21.5,20.7814,97.0333
2026-04-02 23:00:00,Taunggyi,19.8,71,20.9,20.7814,97.0333
2026-04-03 00:00:00,Taunggyi,18.2,77,19.1,20.7814,97.0333
2026-04-03 01:00:00,Taunggyi,17.3,80,18.0,20.7814,97.0333
2026-04-03 02:00:00,Taunggyi,16.7,79,17.1,20.7814,97.0333
2026-04-03 03:00:00,Taunggyi,16.2,78,16.5,20.7814,97.0333
2026-04-03 04:00:00,Taunggyi,15.7,81,16.0,20.7814,97.0333
2026-04-03 05:00:00,Taunggyi,15.7,84,16.3,20.7814,97.0333
2026-04-03 06:00:00,Taunggyi,15.2,88,15.8,20.7814,97.0333
2026-04-03 07:00:00,Taunggyi,19.1,79,20.4,20.7814,97.0333
2026-04-03 08:00:00,Taunggyi,23.8,61,25.3,20.7814,97.0333
2026-04-03 09:00:00,Taunggyi,27.9,46,29.4,20.7814,97.0333
2026-04-03 10:00:00,Taunggyi,30.3,34,31.0,20.7814,97.0333
2026-04-03 11:00:00,Taunggyi,31.4,30,31.9,20.7814,97.0333
2026-04-03 12:00:00,Taunggyi,32.1,28,32.6,20.7814,97.0333
2026-04-03 13:00:00,Taunggyi,32.3,28,32.2,20.7814,97.0333
2026-04-03 14:00:00,Taunggyi,32.4,27,31.7,20.7814,97.0333
2026-04-03 15:00:00,Taunggyi,31.7,28,29.9,20.7814,97.0333
2026-04-03 16:00:00,Taunggyi,30.7,30,28.6,20.7814,97.0333
2026-04-03 17:00:00,Taunggyi,29.7,31,28.0,20.7814,97.0333
2026-04-03 18:00:00,Taunggyi,27.4,37,26.9,20.7814,97.0333
2026-04-03 19:00:00,Taunggyi,25.3,44,25.5,20.7814,97.0333
2026-04-03 20:00:00,Taunggyi,24.4,53,25.7,20.7814,97.0333
2026-04-03 21:00:00,Taunggyi,23.3,57,24.4,20.7814,97.0333
2026-04-03 22:00:00,Taunggyi,21.3,64,22.3,20.7814,97.0333
2026-04-03 23:00:00,Taunggyi,18.9,75,19.8,20.7814,97.0333
2026-04-04 00:00:00,Taunggyi,19.5,73,20.7,20.7814,97.0333
2026-04-04 01:00:00,Taunggyi,18.5,78,19.6,20.7814,97.0333
2026-04-04 02:00:00,Taunggyi,18.3,80,19.6,20.7814,97.0333
2026-04-04 03:00:00,Taunggyi,18.4,79,19.6,20.7814,97.0333
2026-04-04 04:00:00,Taunggyi,17.8,83,19.0,20.7814,97.0333
2026-04-04 05:00:00,Taunggyi,17.5,86,18.9,20.7814,97.0333
2026-04-04 06:00:00,Taunggyi,18.3,84,19.8,20.7814,97.0333
2026-04-04 07:00:00,Taunggyi,20.4,81,22.6,20.7814,97.0333
2026-04-04 08:00:00,Taunggyi,24.7,64,26.9,20.7814,97.0333
2026-04-04 09:00:00,Taunggyi,27.7,50,29.2,20.7814,97.0333
2026-04-04 10:00:00,Taunggyi,30.2,39,31.3,20.7814,97.0333
2026-04-04 11:00:00,Taunggyi,31.8,33,32.8,20.7814,97.0333
2026-04-04 12:00:00,Taunggyi,32.6,30,33.2,20.7814,97.0333
2026-04-04 13:00:00,Taunggyi,32.5,30,32.5,20.7814,97.0333
2026-04-04 14:00:00,Taunggyi,32.2,30,30.8,20.7814,97.0333
2026-04-04 15:00:00,Taunggyi,31.5,32,29.4,20.7814,97.0333
2026-04-04 16:00:00,Taunggyi,30.0,37,28.3,20.7814,97.0333
2026-04-04 17:00:00,Taunggyi,28.8,40,27.7,20.7814,97.0333
2026-04-04 18:00:00,Taunggyi,26.7,48,27.0,20.7814,97.0333
2026-04-04 19:00:00,Taunggyi,24.7,61,26.3,20.7814,97.0333
2026-04-04 20:00:00,Taunggyi,23.1,70,25.1,20.7814,97.0333
2026-04-04 21:00:00,Taunggyi,21.8,76,23.9,20.7814,97.0333
2026-04-04 22:00:00,Taunggyi,20.8,81,22.9,20.7814,97.0333
2026-04-04 23:00:00,Taunggyi,20.1,83,22.2,20.7814,97.0333
2026-04-05 00:00:00,Taunggyi,19.7,84,21.6,20.7814,97.0333
2026-04-05 01:00:00,Taunggyi,19.8,82,21.8,20.7814,97.0333
2026-04-05 02:00:00,Taunggyi,19.4,84,21.4,20.7814,97.0333
2026-04-05 03:00:00,Taunggyi,18.5,88,20.3,20.7814,97.0333
2026-04-05 04:00:00,Taunggyi,17.8,93,19.5,20.7814,97.0333
2026-04-05 05:00:00,Taunggyi,17.7,94,19.5,20.7814,97.0333
2026-04-05 06:00:00,Taunggyi,17.9,93,19.8,20.7814,97.0333
2026-04-05 07:00:00,Taunggyi,21.5,80,23.7,20.7814,97.0333
2026-04-05 08:00:00,Taunggyi,25.4,64,27.4,20.7814,97.0333
2026-04-05 09:00:00,Taunggyi,27.7,52,28.7,20.7814,97.0333
2026-04-05 10:00:00,Taunggyi,29.5,45,30.9,20.7814,97.0333
2026-04-05 11:00:00,Taunggyi,30.6,41,31.9,20.7814,97.0333
2026-04-05 12:00:00,Taunggyi,30.8,41,32.0,20.7814,97.0333
2026-04-05 13:00:00,Taunggyi,31.4,39,32.4,20.7814,97.0333
2026-04-05 14:00:00,Taunggyi,30.7,41,30.8,20.7814,97.0333
2026-04-05 15:00:00,Taunggyi,30.2,42,29.5,20.7814,97.0333
2026-04-05 16:00:00,Taunggyi,29.2,44,28.5,20.7814,97.0333
2026-04-05 17:00:00,Taunggyi,28.0,48,27.9,20.7814,97.0333
2026-04-05 18:00:00,Taunggyi,26.2,54,27.1,20.7814,97.0333
2026-04-05 19:00:00,Taunggyi,24.4,61,25.9,20.7814,97.0333
2026-04-05 20:00:00,Taunggyi,23.1,67,24.9,20.7814,97.0333
2026-04-05 21:00:00,Taunggyi,21.8,73,23.6,20.7814,97.0333
2026-04-05 22:00:00,Taunggyi,20.6,79,22.5,20.7814,97.0333
2026-04-05 23:00:00,Taunggyi,19.8,83,21.7,20.7814,97.0333
2026-04-06 00:00:00,Taunggyi,19.2,86,21.0,20.7814,97.0333
2026-04-06 01:00:00,Taunggyi,18.9,88,20.6,20.7814,97.0333
2026-04-06 02:00:00,Taunggyi,18.7,88,20.5,20.7814,97.0333
2026-04-06 03:00:00,Taunggyi,18.3,90,20.2,20.7814,97.0333
2026-04-06 04:00:00,Taunggyi,18.0,92,19.8,20.7814,97.0333
2026-04-06 05:00:00,Taunggyi,17.6,94,19.3,20.7814,97.0333
2026-04-06 06:00:00,Taunggyi,18.0,93,19.9,20.7814,97.0333
2026-04-06 07:00:00,Taunggyi,21.6,79,23.7,20.7814,97.0333
2026-04-06 08:00:00,Taunggyi,25.2,63,26.7,20.7814,97.0333
2026-04-06 09:00:00,Taunggyi,27.7,52,28.8,20.7814,97.0333
2026-04-06 10:00:00,Taunggyi,29.9,40,30.7,20.7814,97.0333
2026-04-06 11:00:00,Taunggyi,31.4,34,32.4,20.7814,97.0333
2026-04-06 12:00:00,Taunggyi,32.3,31,33.1,20.7814,97.0333
2026-04-06 13:00:00,Taunggyi,32.5,31,32.9,20.7814,97.0333
2026-04-06 14:00:00,Taunggyi,31.9,32,31.5,20.7814,97.0333
2026-04-06 15:00:00,Taunggyi,31.3,33,29.9,20.7814,97.0333
2026-04-06 16:00:00,Taunggyi,30.5,33,28.6,20.7814,97.0333
2026-04-06 17:00:00,Taunggyi,28.9,38,27.5,20.7814,97.0333
2026-04-06 18:00:00,Taunggyi,26.5,47,26.1,20.7814,97.0333
2026-04-06 19:00:00,Taunggyi,25.0,55,25.6,20.7814,97.0333
2026-04-06 20:00:00,Taunggyi,23.9,60,25.3,20.7814,97.0333
2026-04-06 21:00:00,Taunggyi,22.5,66,24.1,20.7814,97.0333
2026-04-06 22:00:00,Taunggyi,20.6,74,22.2,20.7814,97.0333
2026-04-06 23:00:00,Taunggyi,19.5,80,21.1,20.7814,97.0333
2026-04-07 00:00:00,Taunggyi,18.9,83,20.4,20.7814,97.0333
2026-04-07 01:00:00,Taunggyi,18.3,87,20.0,20.7814,97.0333
2026-04-07 02:00:00,Taunggyi,18.1,88,19.8,20.7814,97.0333
2026-04-07 03:00:00,Taunggyi,18.2,88,19.9,20.7814,97.0333
2026-04-07 04:00:00,Taunggyi,18.0,90,19.8,20.7814,97.0333
2026-04-07 05:00:00,Taunggyi,17.8,92,19.6,20.7814,97.0333
2026-04-07 06:00:00,Taunggyi,17.8,93,19.6,20.7814,97.0333
2026-04-07 07:00:00,Taunggyi,20.6,81,22.2,20.7814,97.0333
2026-04-07 08:00:00,Taunggyi,24.6,63,25.5,20.7814,97.0333
2026-04-07 09:00:00,Taunggyi,27.8,48,28.2,20.7814,97.0333
2026-04-07 10:00:00,Taunggyi,29.6,40,30.2,20.7814,97.0333
2026-04-07 11:00:00,Taunggyi,30.6,35,31.1,20.7814,97.0333
2026-04-07 12:00:00,Taunggyi,31.3,32,31.3,20.7814,97.0333
2026-04-07 13:00:00,Taunggyi,31.6,30,31.1,20.7814,97.0333
2026-04-07 14:00:00,Taunggyi,31.4,29,30.3,20.7814,97.0333
2026-04-07 15:00:00,Taunggyi,30.8,30,29.0,20.7814,97.0333
2026-04-07 16:00:00,Taunggyi,29.6,33,27.4,20.7814,97.0333
2026-04-07 17:00:00,Taunggyi,27.9,38,26.2,20.7814,97.0333
2026-04-07 18:00:00,Taunggyi,26.2,43,25.1,20.7814,97.0333
2026-04-07 19:00:00,Taunggyi,24.7,48,24.3,20.7814,97.0333
2026-04-07 20:00:00,Taunggyi,23.3,53,23.4,20.7814,97.0333
2026-04-07 21:00:00,Taunggyi,22.0,58,22.4,20.7814,97.0333
2026-04-07 22:00:00,Taunggyi,21.2,62,21.8,20.7814,97.0333
2026-04-07 23:00:00,Taunggyi,20.5,66,21.5,20.7814,97.0333
2026-04-08 00:00:00,Taunggyi,19.8,71,20.9,20.7814,97.0333
2026-04-08 01:00:00,Taunggyi,18.7,77,19.9,20.7814,97.0333
2026-04-08 02:00:00,Taunggyi,17.6,85,18.9,20.7814,97.0333
2026-04-08 03:00:00,Taunggyi,16.8,90,18.0,20.7814,97.0333
2026-04-08 04:00:00,Taunggyi,16.0,94,17.2,20.7814,97.0333
2026-04-08 05:00:00,Taunggyi,15.4,97,16.6,20.7814,97.0333
2026-04-08 06:00:00,Taunggyi,16.1,94,17.4,20.7814,97.0333
2026-04-08 07:00:00,Taunggyi,19.2,81,20.4,20.7814,97.0333
2026-04-08 08:00:00,Taunggyi,23.5,63,24.4,20.7814,97.0333
2026-04-08 09:00:00,Taunggyi,27.0,48,27.6,20.7814,97.0333
2026-04-08 10:00:00,Taunggyi,28.7,40,29.3,20.7814,97.0333
2026-04-08 11:00:00,Taunggyi,29.5,36,29.4,20.7814,97.0333
2026-04-08 12:00:00,Taunggyi,30.0,33,29.2,20.7814,97.0333
2026-04-08 13:00:00,Taunggyi,30.4,31,29.1,20.7814,97.0333
2026-04-08 14:00:00,Taunggyi,30.5,31,29.0,20.7814,97.0333
2026-04-08 15:00:00,Taunggyi,30.1,33,28.2,20.7814,97.0333
2026-04-08 16:00:00,Taunggyi,28.9,36,26.8,20.7814,97.0333
2026-04-08 17:00:00,Taunggyi,27.1,41,25.6,20.7814,97.0333
2026-04-08 18:00:00,Taunggyi,25.4,46,24.4,20.7814,97.0333
2026-04-08 19:00:00,Taunggyi,23.9,53,23.7,20.7814,97.0333
2026-04-08 20:00:00,Taunggyi,22.5,60,22.9,20.7814,97.0333
2026-04-08 21:00:00,Taunggyi,21.2,67,22.2,20.7814,97.0333
2026-04-08 22:00:00,Taunggyi,20.1,74,21.6,20.7814,97.0333
2026-04-08 23:00:00,Taunggyi,19.2,80,21.2,20.7814,97.0333
2026-04-09 00:00:00,Taunggyi,18.6,84,20.4,20.7814,97.0333
2026-04-09 01:00:00,Taunggyi,17.1,93,18.6,20.7814,97.0333
2026-04-09 02:00:00,Taunggyi,16.5,95,18.0,20.7814,97.0333
2026-04-09 03:00:00,Taunggyi,16.1,96,17.5,20.7814,97.0333
2026-04-09 04:00:00,Taunggyi,15.3,98,16.5,20.7814,97.0333
2026-04-09 05:00:00,Taunggyi,14.5,99,15.6,20.7814,97.0333
2026-04-09 06:00:00,Taunggyi,15.1,95,16.1,20.7814,97.0333
2026-04-09 07:00:00,Taunggyi,18.0,82,19.0,20.7814,97.0333
2026-04-09 08:00:00,Taunggyi,22.2,63,22.9,20.7814,97.0333
2026-04-09 09:00:00,Taunggyi,25.7,48,26.2,20.7814,97.0333
2026-04-09 10:00:00,Taunggyi,27.7,40,28.4,20.7814,97.0333
2026-04-09 11:00:00,Taunggyi,28.9,36,29.3,20.7814,97.0333
2026-04-09 12:00:00,Taunggyi,29.6,33,29.3,20.7814,97.0333
2026-04-09 13:00:00,Taunggyi,29.8,32,28.9,20.7814,97.0333
2026-04-09 14:00:00,Taunggyi,29.5,33,28.0,20.7814,97.0333
2026-04-09 15:00:00,Taunggyi,28.8,35,26.8,20.7814,97.0333
2026-04-09 16:00:00,Taunggyi,27.7,38,25.6,20.7814,97.0333
2026-04-09 17:00:00,Taunggyi,26.3,42,24.8,20.7814,97.0333
2026-04-09 18:00:00,Taunggyi,24.9,47,24.0,20.7814,97.0333
2026-04-09 19:00:00,Taunggyi,23.5,52,23.1,20.7814,97.0333
2026-04-09 20:00:00,Taunggyi,22.0,58,22.2,20.7814,97.0333
2026-04-09 21:00:00,Taunggyi,20.9,63,21.4,20.7814,97.0333
2026-04-09 22:00:00,Taunggyi,20.6,66,21.3,20.7814,97.0333
2026-04-09 23:00:00,Taunggyi,20.6,69,21.6,20.7814,97.0333
2026-04-10 00:00:00,Taunggyi,20.2,72,21.5,20.7814,97.0333
2026-04-10 01:00:00,Taunggyi,19.1,77,20.3,20.7814,97.0333
2026-04-10 02:00:00,Taunggyi,17.6,83,18.6,20.7814,97.0333
2026-04-10 03:00:00,Taunggyi,16.4,88,17.3,20.7814,97.0333
2026-04-10 04:00:00,Taunggyi,15.4,92,16.2,20.7814,97.0333
2026-04-10 05:00:00,Taunggyi,14.8,94,15.5,20.7814,97.0333
2026-04-10 06:00:00,Taunggyi,15.5,91,16.2,20.7814,97.0333
2026-04-10 07:00:00,Taunggyi,18.3,79,19.1,20.7814,97.0333
2026-04-10 08:00:00,Taunggyi,22.5,62,22.7,20.7814,97.0333
2026-04-10 09:00:00,Taunggyi,25.8,49,25.6,20.7814,97.0333
2026-04-10 10:00:00,Taunggyi,27.4,42,27.3,20.7814,97.0333
2026-04-10 11:00:00,Taunggyi,28.3,39,28.2,20.7814,97.0333
2026-04-10 12:00:00,Taunggyi,28.8,37,28.4,20.7814,97.0333
2026-04-10 13:00:00,Taunggyi,29.2,35,28.6,20.7814,97.0333
2026-04-10 14:00:00,Taunggyi,29.3,33,28.1,20.7814,97.0333
2026-04-10 15:00:00,Taunggyi,28.9,34,27.2,20.7814,97.0333
2026-04-10 16:00:00,Taunggyi,27.7,39,26.4,20.7814,97.0333
2026-04-10 17:00:00,Taunggyi,26.0,46,25.1,20.7814,97.0333
2026-04-10 18:00:00,Taunggyi,24.4,53,23.9,20.7814,97.0333
2026-04-10 19:00:00,Taunggyi,22.9,61,23.1,20.7814,97.0333
2026-04-10 20:00:00,Taunggyi,21.5,68,22.3,20.7814,97.0333
2026-04-10 21:00:00,Taunggyi,20.4,75,21.6,20.7814,97.0333
2026-04-10 22:00:00,Taunggyi,19.6,79,20.8,20.7814,97.0333
2026-04-10 23:00:00,Taunggyi,19.0,82,20.3,20.7814,97.0333
2026-03-28 00:00:00,Minbu,27.3,48,28.3,20.1775,94.8781
2026-03-28 01:00:00,Minbu,26.7,50,27.8,20.1775,94.8781
2026-03-28 02:00:00,Minbu,26.3,51,27.3,20.1775,94.8781
2026-03-28 03:00:00,Minbu,25.7,53,26.9,20.1775,94.8781
2026-03-28 04:00:00,Minbu,25.0,56,26.2,20.1775,94.8781
2026-03-28 05:00:00,Minbu,24.2,60,25.5,20.1775,94.8781
2026-03-28 06:00:00,Minbu,23.4,65,25.0,20.1775,94.8781
2026-03-28 07:00:00,Minbu,25.2,63,27.3,20.1775,94.8781
2026-03-28 08:00:00,Minbu,28.9,47,30.0,20.1775,94.8781
2026-03-28 09:00:00,Minbu,31.8,38,33.0,20.1775,94.8781
2026-03-28 10:00:00,Minbu,34.0,35,36.7,20.1775,94.8781
2026-03-28 11:00:00,Minbu,36.0,31,39.1,20.1775,94.8781
2026-03-28 12:00:00,Minbu,37.2,29,41.2,20.1775,94.8781
2026-03-28 13:00:00,Minbu,38.5,24,41.3,20.1775,94.8781
2026-03-28 14:00:00,Minbu,39.0,22,39.1,20.1775,94.8781
2026-03-28 15:00:00,Minbu,38.6,20,36.2,20.1775,94.8781
2026-03-28 16:00:00,Minbu,37.3,21,34.6,20.1775,94.8781
2026-03-28 17:00:00,Minbu,35.5,25,33.5,20.1775,94.8781
2026-03-28 18:00:00,Minbu,34.0,30,33.2,20.1775,94.8781
2026-03-28 19:00:00,Minbu,31.8,38,32.5,20.1775,94.8781
2026-03-28 20:00:00,Minbu,30.2,44,31.7,20.1775,94.8781
2026-03-28 21:00:00,Minbu,28.8,49,30.6,20.1775,94.8781
2026-03-28 22:00:00,Minbu,27.6,52,29.3,20.1775,94.8781
2026-03-28 23:00:00,Minbu,26.7,55,28.5,20.1775,94.8781
2026-03-29 00:00:00,Minbu,25.4,61,27.6,20.1775,94.8781
2026-03-29 01:00:00,Minbu,24.4,64,26.4,20.1775,94.8781
2026-03-29 02:00:00,Minbu,23.7,68,25.6,20.1775,94.8781
2026-03-29 03:00:00,Minbu,23.2,70,25.2,20.1775,94.8781
2026-03-29 04:00:00,Minbu,22.9,72,24.9,20.1775,94.8781
2026-03-29 05:00:00,Minbu,22.7,73,24.9,20.1775,94.8781
2026-03-29 06:00:00,Minbu,22.0,74,24.0,20.1775,94.8781
2026-03-29 07:00:00,Minbu,23.9,73,26.6,20.1775,94.8781
2026-03-29 08:00:00,Minbu,28.1,51,30.0,20.1775,94.8781
2026-03-29 09:00:00,Minbu,31.0,42,33.2,20.1775,94.8781
2026-03-29 10:00:00,Minbu,33.4,35,36.6,20.1775,94.8781
2026-03-29 11:00:00,Minbu,35.4,29,38.8,20.1775,94.8781
2026-03-29 12:00:00,Minbu,37.0,26,40.7,20.1775,94.8781
2026-03-29 13:00:00,Minbu,38.0,26,41.1,20.1775,94.8781
2026-03-29 14:00:00,Minbu,38.5,25,39.5,20.1775,94.8781
2026-03-29 15:00:00,Minbu,38.9,21,37.5,20.1775,94.8781
2026-03-29 16:00:00,Minbu,37.0,29,35.7,20.1775,94.8781
2026-03-29 17:00:00,Minbu,35.3,34,34.8,20.1775,94.8781
2026-03-29 18:00:00,Minbu,34.0,40,34.5,20.1775,94.8781
2026-03-29 19:00:00,Minbu,32.2,47,34.0,20.1775,94.8781
2026-03-29 20:00:00,Minbu,30.8,53,33.6,20.1775,94.8781
2026-03-29 21:00:00,Minbu,29.5,59,32.8,20.1775,94.8781
2026-03-29 22:00:00,Minbu,28.2,64,31.5,20.1775,94.8781
2026-03-29 23:00:00,Minbu,27.3,67,30.5,20.1775,94.8781
2026-03-30 00:00:00,Minbu,26.6,69,29.9,20.1775,94.8781
2026-03-30 01:00:00,Minbu,25.7,72,29.1,20.1775,94.8781
2026-03-30 02:00:00,Minbu,24.9,75,28.2,20.1775,94.8781
2026-03-30 03:00:00,Minbu,24.0,79,27.6,20.1775,94.8781
2026-03-30 04:00:00,Minbu,23.2,84,26.7,20.1775,94.8781
2026-03-30 05:00:00,Minbu,22.8,85,26.1,20.1775,94.8781
2026-03-30 06:00:00,Minbu,23.1,83,26.3,20.1775,94.8781
2026-03-30 07:00:00,Minbu,25.5,77,29.4,20.1775,94.8781
2026-03-30 08:00:00,Minbu,29.1,59,32.5,20.1775,94.8781
2026-03-30 09:00:00,Minbu,31.7,49,35.3,20.1775,94.8781
2026-03-30 10:00:00,Minbu,33.9,42,38.7,20.1775,94.8781
2026-03-30 11:00:00,Minbu,35.8,37,41.3,20.1775,94.8781
2026-03-30 12:00:00,Minbu,36.9,34,42.1,20.1775,94.8781
2026-03-30 13:00:00,Minbu,38.0,29,41.4,20.1775,94.8781
